affinity_group,category,description,eula,icon_uri,image_family,is_premium,label,language,location,logical_size_in_gb,media_link,name,os,os_state,pricing_detail_link,privacy_uri,published_date,publisher_name,recommended_vm_size,show_in_gui,small_icon_uri
,Public,Ubuntu Server 14.10 (amd64 20140923) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 14.10 will be available until 2015-07-23.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 14.10,False,Ubuntu Server 14.10,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-14_10-amd64-server-20140923-beta2-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-09-25T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 14.10 (amd64 20141022.3) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 14.10 will be available until 2015-07-23.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 14.10,False,Ubuntu Server 14.10,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-14_10-amd64-server-20141022.3-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-10-22T00:00:00Z,Canonical,,True,Ubuntu-cof-45.png
,Public,Ubuntu Server 14.10 (amd64 20141204) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 14.10 will be available until 2015-07-23.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 14.10,False,Ubuntu Server 14.10,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-14_10-amd64-server-20141204-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-12-09T00:00:00Z,Canonical,,True,Ubuntu-cof-45.png
,Public,Ubuntu Server 14.10 (amd64 20150202) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 14.10 will be available until 2015-07-23.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 14.10,False,Ubuntu Server 14.10,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-14_10-amd64-server-20150202-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-04T00:00:00Z,Canonical,,True,Ubuntu-cof-45.png
,Public,Ubuntu Server 15.04 (amd64 20141216) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 15.04 will be available until 2016-01-30.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 15.04,False,Ubuntu Server 15.04,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-15_04-amd64-server-20141216-alpha1-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-12-18T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 15.04 (amd64 20150120.1) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 15.04 will be available until 2016-01-30.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 15.04,False,Ubuntu Server 15.04,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-15_04-amd64-server-20150120.1-alpha2-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-22T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 15.04 (amd64 20150224.5) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 15.04 will be available until 2016-01-30.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 15.04,False,Ubuntu Server 15.04,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-15_04-amd64-server-20150224.5-beta1-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-26T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Core (Devel). Ubuntu Core is currently in developer preview. For more information see [Ubuntu Cloud|http://www.ubuntu.com/snappy|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Core 90 ALPHA,False,Ubuntu Server Core Devel,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-core-devel-amd64-20141209-90-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-12-10T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Core (Devel). Ubuntu Core is currently in developer preview. For more information see [Ubuntu Cloud|http://www.ubuntu.com/snappy|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Core 90 ALPHA,False,Ubuntu Core Devel,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-core-devel-amd64-20141211-90-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2014-12-11T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Core (Devel). Ubuntu Core is currently in developer preview. For more information see [Ubuntu Cloud|http://www.ubuntu.com/snappy|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Core 90 ALPHA,False,Ubuntu Core Devel,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-core-devel-amd64-20150115-90-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-15T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Core (Devel). Ubuntu Core is currently in developer preview. For more information see [Ubuntu Cloud|http://www.ubuntu.com/snappy|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Core 90 ALPHA,False,Ubuntu Core Devel,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-core-devel-amd64-20150115.1-90-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-15T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Core (Devel). Ubuntu Core is currently in developer preview. For more information see [Ubuntu Cloud|http://www.ubuntu.com/snappy|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Core  ALPHA,False,Ubuntu Core Devel,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu-core-devel-amd64-alpha-02-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-20T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150127) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150127-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-27T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150130) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150130-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-01-30T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150203) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150203-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-03T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150204) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150204-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-04T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150204.1) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150204.1-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-04T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150205.1) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150205.1-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-05T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150206) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150206-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-06T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,Ubuntu Server 12.04.5 LTS (amd64 20150210) for Microsoft Azure. Ubuntu Server is the world's most popular Linux for cloud environments. Updates and patches for Ubuntu 12.04.5 LTS will be available until 2017-04-26.  Ubuntu Server is the perfect platform for all workloads from web applications to NoSQL databases and Hadoop. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank].,http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS,False,Ubuntu Server 12.04.5 LTS,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150210-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-10T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150211 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150211-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-11T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150212 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150212-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-12T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150217 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150217-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-17T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150219 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150219-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-19T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150224 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150224-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-24T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150225 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150225-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-25T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150225.1 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150225.1-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-25T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
,Public,"DAILY BUILD 20150227 of Ubuntu Server 12.04.5 LTS DAILY (amd64) for Microsoft Azure. Daily builds are up-to-date builds of the regular release images for Ubuntu Server. While every effort is made to make sure that these are production quality, these images come with no warranty. In the event of a support issue, you may be asked to update to an official released build. For more information see [Ubuntu Cloud|http://www.ubuntu.com/cloud|_blank] and [using Juju to deploy your workloads|http://juju.ubuntu.com|_blank]. ",http://www.ubuntu.com/project/about-ubuntu/licensing;http://www.ubuntu.com/aboutus/privacypolicy,Ubuntu-cof-100.png,Ubuntu Server 12.04 LTS DAILY,False,Ubuntu Server 12.04.5 LTS DAILY,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,b39f27a8b8c64d52b05eac6a62ebad85__Ubuntu_DAILY_BUILD-precise-12_04_5-LTS-amd64-server-20150227-en-us-30GB,Linux,,,http://www.ubuntu.com/aboutus/privacypolicy,2015-02-27T00:00:00Z,Canonical,,False,Ubuntu-cof-45.png
